Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Class,Gender of Victim(s)
798,33.892133,-84.139581,30047,GA,Georgia,2011,2011-08-16T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
799,39.104085,-84.519513,45202,OH,Ohio,2015,2015-11-17T00:00:00,National Political Speech,public speech (political figures),male and female
800,32.377737,-86.300261,36104,AL,Alabama,2015,2015-11-15T00:00:00,National Political Speech,public speech (political figures),male and female
801,33.448116,-112.097021,85007,AZ,Arizona,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
802,34.746602,-92.289161,72201,AR,Arkansas,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
803,30.43806,-84.282854,32301,FL,Florida,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
804,33.749051,-84.38833,30303,GA,Georgia,2015,2015-11-16T00:00:00,Legislative Discrimination,public speech (political figures),male and female
805,43.617775,-116.199536,83702,ID,Idaho,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
806,39.76871,-86.162856,46204,IN,Indiana,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
807,39.048136,-95.678231,66612,KS,Kansas,2015,2015-11-16T00:00:00,Legislative Discrimination,public speech (political figures),male and female
808,38.186775,-84.875221,40601,KY,Kentucky,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
809,44.307307,-69.779735,4330,ME,Maine,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
810,42.73361,-84.555348,48933,MI,Michigan,2015,2015-11-15T00:00:00,National Political Speech,public speech (political figures),male and female
811,32.303808,-90.182068,39201,MS,Mississippi,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
812,40.80806,-96.699729,68508,NE,Nebraska,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
813,43.206929,-71.538105,3301,NH,New Hampshire,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
814,35.682266,-105.939606,87501,NM,New Mexico,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
815,35.780377,-78.639106,27601,NC,North Carolina,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
816,39.961374,-82.99891,43215,OH,Ohio,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
817,35.495502,-97.502517,73105,OK,Oklahoma,2015,2015-11-16T00:00:00,Political Speech,public speech (political figures),male and female
818,34.000324,-81.033113,29201,SC,South Carolina,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
819,36.165849,-86.784294,37203,TN,Tennessee,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
820,30.274665,-97.7403505,78701,TX,Texas,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
821,43.074712,-89.384373,53702,WI,Wisconsin,2015,2015-11-16T00:00:00,Political Speech,public speech (political figures),male and female
822,40.220171,-74.770143,8608,NJ,New Jersey,2015,2015-11-16T00:00:00,National Political Speech,public speech (political figures),male and female
823,32.376961,-86.299274,36104,AL,Alabama,2011,2011-03-01T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
824,33.40647,-111.962648,85282,AZ,Arizona,2014,2014-09-19T00:00:00,Public Campaign,public campaigns (targeting community),male and female
825,40.559561,-74.098801,10306,NY,New York,2012,2012-08-19T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
826,41.783687,-72.74543,6117,CT,Connecticut,2012,2012-09-15T00:00:00,Violent Threat,crimes against people,female
827,36.165813,-86.784314,37203,TN,Tennessee,2011,2011-02-17T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
828,42.987392,-71.507233,3102,NH,New Hampshire,2011,2011-06-13T00:00:00,National Political Speech,public speech (political figures),male and female
829,37.746157,-97.258827,67226,KS,Kansas,2014,2014-03-25T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
830,47.7779,-122.190565,98021,WA,Washington,2014,2014-02-06T00:00:00,Vandalism,crimes against property,male and female
831,47.7779,-122.190565,98021,WA,Washington,2014,2014-02-22T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
832,40.616521,-74.626371,8807,NJ,New Jersey,2014,2014-12-02T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
833,32.377433,-86.300588,36104,AL,Alabama,2014,2014-11-04T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
834,34.000312,-81.033115,29201,SC,South Carolina,2011,2011-01-27T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
835,40.746257,-73.85782,11368,NY,New York,2012,2012-11-24T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
836,38.440681,-78.848343,22802,VA,Virginia,2012,2012-09-13T00:00:00,Vandalism,crimes against property,male and female
837,42.73357,-84.555366,48933,MI,Michigan,2011,2011-06-16T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
838,38.579202,-92.172981,65101,MO,Missouri,2011,2011-04-20T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
839,40.264132,-76.88383,17120,PA,Pennsylvania,2011,2011-11-18T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
840,58.302158,-134.410422,99801,AK,Alaska,2011,2011-01-18T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
841,38.579185,-92.173049,65101,MO,Missouri,2011,2011-03-16T00:00:00,Political Speech,public speech (political figures),male and female
842,37.391488,-77.440867,23237,VA,Virginia,2017,2017-05-30T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),female
843,33.290266,-86.843802,35080,AL,Alabama,2017,2017-07-14T00:00:00,Vandalism,crimes against property,male and female
844,30.273375,-97.742529,78701,TX,Texas,2017,2017-04-11T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
845,46.692651,-68.012731,4769,ME,Maine,2017,2017-07-17T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
846,35.784155,-86.405325,37128,TN,Tennessee,2017,2017-07-16T00:00:00,Vandalism,crimes against property,male
847,33.671899,-111.898241,85255,AZ,Arizona,2017,2017-07-18T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
848,33.465495,-82.002833,30904,GA,Georgia,2017,2017-07-08T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
849,44.847373,-93.787225,55387,MN,Minnesota,2017,2017-07-19T00:00:00,National Political Speech,public speech (political figures),male and female
850,38.580211,-121.497245,95814,CA,California,2017,2017-06-28T00:00:00,Qur'an Desecration,bias-related incident (targeting individual or specific group),male and female
851,32.481997,-93.760127,71103,LA,Louisiana,2012,2012-11-21T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
852,35.492185,-97.503274,73105,OK,Oklahoma,2011,2011-03-21T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
853,40.044298,-75.055622,19149,PA,Pennsylvania,2017,2017-07-17T00:00:00,Burglary,crimes against property,male and female
854,40.67727,-73.672149,11565,NY,New York,2017,2017-07-24T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
855,46.864607,-96.86579,58103,ND,North Dakota,2017,2017-07-25T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),female
856,33.685389,-117.813263,92606,CA,California,2017,2017-07-26T00:00:00,Assault,crimes against people,female
857,42.478503,-83.078833,48091,MI,Michigan,2017,2017-07-26T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
858,42.811451,-70.872881,1950,MA,Massachusetts,2017,2017-07-29T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male
859,29.962092,-90.057989,70116,LA,Louisiana,2017,2017-07-29T00:00:00,Public Campaign,public campaigns (targeting community),male and female
860,41.666837,-87.839502,60464,IL,Illinois,2017,2017-07-28T00:00:00,Political Speech,public speech (political figures),male and female
861,47.603732,-122.330307,98104,WA,Washington,2017,2017-07-27T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male and female
862,33.941588,-118.40853,90045,CA,California,2017,2017-07-25T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),male and female
863,44.977454,-93.265263,55415,MN,Minnesota,2017,2017-06-21T00:00:00,Political Speech,public speech (political figures),male and female
864,32.754246,-117.148133,92103,CA,California,2017,2017-05-23T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
865,33.637399,-112.210747,85308,AZ,Arizona,2017,2017-07-14T00:00:00,Legislative Discrimination,public speech (political figures),male and female
866,44.818897,-93.167136,55122,MN,Minnesota,2017,2017-07-13T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male and female
867,34.536156,-86.908135,35603,AL,Alabama,2017,2017-07-31T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
868,28.541039,-81.379142,32801,FL,Florida,2017,2017-07-31T00:00:00,Political Speech,public speech (political figures),female
869,44.626564,-93.088658,55024,MN,Minnesota,2017,2017-07-31T00:00:00,Vandalism,crimes against property,male and female
870,38.732819,-77.569274,20181,VA,Virginia,2017,2017-07-27T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
871,46.878264,-96.783408,58102,ND,North Dakota,2017,2017-08-02T00:00:00,Public Campaign,public campaigns (targeting community),male and female
872,33.436006,-112.008947,85034,AZ,Arizona,2012,2012-09-08T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
873,40.642725,-73.978529,11218,NY,New York,2012,2012-02-04T00:00:00,Vandalism,crimes against property,male and female
874,38.889749,-77.009956,20024,DC,District of Columbia,2012,2012-07-19T00:00:00,National Political Speech,public speech (political figures),male
875,40.7259,-73.990974,10003,NY,New York,2012,2012-06-12T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
876,42.296181,-83.289427,48125,MI,Michigan,2017,2017-05-15T00:00:00,Harassment,public campaigns (targeting community),male and female
877,34.049992,-117.208917,92373,CA,California,2017,2017-07-27T00:00:00,Vandalism,crimes against property,male and female
878,38.892873,-77.016453,20001,DC,District of Columbia,2017,2017-08-04T00:00:00,Travel Ban,legislation (targeting community),male and female
879,33.76736,-117.868192,92706,CA,California,2017,2017-07-03T00:00:00,Public Campaign,public campaigns (targeting community),male and female
880,44.8547,-93.26438,55420,MN,Minnesota,2017,2017-08-05T00:00:00,Arson,crimes against property,male and female
881,44.72808,-85.17956,49646,MI,Michigan,2017,2017-06-21T00:00:00,Political Speech,public speech (political figures),male and female
882,42.580625,-84.43784,48854,MI,Michigan,2017,2017-08-04T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
883,40.694203,-73.98657,11201,NY,New York,2016,2016-11-09T00:00:00,Vandalism,crimes against property,male and female
884,40.767997,-73.91155,11103,NY,New York,2017,2017-08-08T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
885,42.353834,-71.047043,2210,MA,Massachusetts,2017,2017-08-02T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
886,34.18623,-118.529728,91335,CA,California,2017,2017-06-30T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
888,38.89767,-77.036529,20500,DC,District of Columbia,2017,2017-08-08T00:00:00,National Political Speech,public speech (political figures),male and female
889,40.69708,-74.54593,7920,NJ,New Jersey,2017,2017-08-08T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
890,40.246969,-103.775151,80701,CO,Colorado,2017,2017-08-03T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
891,33.769776,-118.198754,90802,CA,California,2017,2017-08-08T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),female
892,39.05903,-77.12482,20852,MD,Maryland,2017,2017-08-13T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male and female
893,33.38792,-86.796734,35216,AL,Alabama,2017,2017-08-17T00:00:00,National Political Speech,public speech (political figures),male and female
894,45.113633,-95.023477,56201,MN,Minnesota,2017,2017-08-12T00:00:00,Harassment,crimes against people,male
895,44.939772,-93.077792,55107,MN,Minnesota,2017,2017-08-14T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
896,40.807954,-73.122318,11779,NY,New York,2017,2017-08-07T00:00:00,Violent Threat,public speech (political figures),male and female
897,35.491294,-97.504408,73105,OK,Oklahoma,2017,2017-08-17T00:00:00,Political Speech,public speech (political figures),male and female
898,38.589571,-121.512169,95605,CA,California,2017,2017-08-17T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
899,37.773378,-122.27029,94501,CA,California,2017,2017-08-20T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
900,41.499209,-81.70559,44113,OH,Ohio,2017,2017-08-20T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
901,41.618366,-88.193677,60544,IL,Illinois,2017,2017-08-21T00:00:00,Anti-Mosque Campaign,legislation (targeting community),male and female
902,40.767964,-73.911638,11103,NY,New York,2017,2017-08-07T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
903,41.099452,-73.419714,6854,CT,Connecticut,2017,2017-08-26T00:00:00,Public Campaign,public campaigns (targeting community),male and female
904,35.303056,-94.404865,72908,AR,Arkansas,2016,2016-10-20T00:00:00,Vandalism,crimes against property,male and female
905,28.246389,-80.739093,32940,FL,Florida,2013,2013-08-13T00:00:00,Public Campaign,public campaigns (targeting community),male and female
906,35.471263,-97.517938,73102,OK,Oklahoma,2013,2013-08-15T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
907,35.780377,-78.641295,27603,NC,North Carolina,2013,2013-08-26T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
908,45.513557,-96.698382,56211,MN,Minnesota,2013,2013-08-16T00:00:00,Harassment,public speech (political figures),female
909,29.113892,-81.308156,32724,FL,Florida,2013,2013-11-05T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
910,35.495502,-97.504705,73105,OK,Oklahoma,2013,2013-11-01T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
911,47.370917,-122.134945,98042,WA,Washington,2017,2017-08-27T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
912,42.493299,-92.346209,50701,IA,Iowa,2017,2017-08-30T00:00:00,Vandalism,crimes against property,male and female
913,35.198442,-111.6477,86001,AZ,Arizona,2017,2017-09-05T00:00:00,Vandalism,crimes against property,male
914,33.483532,-112.047942,85016,AZ,Arizona,2016,2016-12-03T00:00:00,Vandalism,crimes against property,male and female
915,40.038106,-75.037617,19136,PA,Pennsylvania,2017,2017-09-05T00:00:00,Public Campaign,public campaigns (targeting community),male and female
916,45.522913,-122.581295,97213,OR,Oregon,2017,2017-09-10T00:00:00,Vandalism,crimes against property,male and female
917,39.921502,-83.123182,43228,OH,Ohio,2017,2017-09-04T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
918,42.40899,-83.057474,48212,MI,Michigan,2017,2017-09-03T00:00:00,Vandalism,crimes against property,male and female
919,30.274665,-97.740619,78701,TX,Texas,2011,2011-04-18T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
920,41.618858,-87.858569,60462,IL,Illinois,2013,2013-08-22T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
921,40.726438,-73.851557,11375,NY,New York,2017,2017-09-13T00:00:00,Assault,crimes against people,female
922,42.316489,-83.24062,48124,MI,Michigan,2013,2013-10-27T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
923,47.864312,-121.916139,98272,WA,Washington,2017,2017-09-15T00:00:00,Vandalism,crimes against property,male and female
924,40.024404,-83.028727,43202,OH,Ohio,2017,2017-09-15T00:00:00,Public Campaign,public campaigns (targeting community),male and female
925,41.300688,-95.40336,51560,IA,Iowa,2017,2017-09-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
926,40.703783,-73.918433,11237,NY,New York,2017,2017-09-13T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
927,42.967971,-71.45546,3103,NH,New Hampshire,2013,2013-07-25T00:00:00,Vandalism,crimes against property,male and female
928,38.91585,-77.22747,22182,VA,Virginia,2013,2013-04-23T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
929,38.81889,-77.3226,22030,VA,Virginia,2013,2013-04-26T00:00:00,Assault,crimes against people,male
930,42.34921,-71.086584,2115,MA,Massachusetts,2013,2013-05-04T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
931,42.42111,-71.07761,2148,MA,Massachusetts,2013,2013-04-17T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
932,40.862753,-74.199375,7424,NJ,New Jersey,2013,2013-02-04T00:00:00,Vandalism,crimes against property,male and female
933,43.098611,-79.050772,14301,NY,New York,2011,2011-07-14T00:00:00,Violent Threat,crimes against people,female
934,40.82131,-73.946109,10026,NY,New York,2011,2011-07-06T00:00:00,Assault,crimes against people,female
935,40.620281,-74.080961,10304,NY,New York,2011,2011-04-01T00:00:00,Assault,crimes against people,female
936,37.315203,-121.790165,95135,CA,California,2011,2011-11-21T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
937,40.115824,-88.241034,61820,IL,Illinois,2011,2011-12-08T00:00:00,Assault,crimes against people,male
938,29.659077,-82.330356,32601,FL,Florida,2017,2017-09-15T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
939,37.722191,-97.261911,67208,KS,Kansas,2017,2017-09-06T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
940,43.547802,-96.724338,57103,SD,South Dakota,2017,2017-09-18T00:00:00,Political Speech,public speech (political figures),male and female
941,40.782283,-73.967171,10024,NY,New York,2013,2013-09-21T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
942,32.810884,-117.167934,92111,CA,California,2013,2013-07-17T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male and female
943,28.180038,-82.469298,33548,FL,Florida,2013,2013-01-02T00:00:00,Attempted Homicide,crimes against people,male
944,29.717983,-95.34056,77004,TX,Texas,2017,2017-09-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
945,29.852214,-95.510466,77040,TX,Texas,2017,2017-07-21T00:00:00,Assault,crimes against people,male
946,40.619255,-73.908067,11234,NY,New York,2011,2011-06-26T00:00:00,Violent Incident,crimes against people,male and female
947,29.585087,-90.720852,70360,LA,Louisiana,2011,2011-04-19T00:00:00,Vandalism,crimes against property,male and female
948,46.864681,-96.816858,58103,ND,North Dakota,2017,2017-09-18T00:00:00,Vandalism,crimes against property,male
949,40.744538,-73.850908,11368,NY,New York,2017,2017-09-23T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
950,32.492376,-85.027149,36867,AL,Alabama,2017,2017-09-27T00:00:00,Political Speech,public speech (political figures),male and female
951,29.734282,-95.552104,77042,TX,Texas,2013,2013-04-20T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
952,29.148246,-80.977523,32129,FL,Florida,2013,2013-02-23T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
953,42.244003,-83.739241,48103,MI,Michigan,2011,2011-08-07T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
954,35.813699,-86.351891,37127,TN,Tennessee,2013,2013-12-11T00:00:00,Anti-Cemetery Campaign,bias-related incident (targeting individual or specific group),male and female
955,45.110189,-93.534731,55340,MN,Minnesota,2013,2013-10-13T00:00:00,National Political Speech,public speech (political figures),male and female
956,37.336537,-81.128445,24739,WV,West Virginia,2013,2013-12-16T00:00:00,Vandalism,crimes against property,male and female
957,39.365779,-75.906427,21919,MD,Maryland,2013,2013-10-25T00:00:00,Vandalism,crimes against property,male and female
958,40.893708,-74.522153,7866,NJ,New Jersey,2013,2013-06-21T00:00:00,Vandalism,crimes against property,male and female
959,40.897878,-73.981043,7631,NJ,New Jersey,2013,2013-07-21T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
960,40.839366,-73.368665,11743,NY,New York,2013,2013-07-22T00:00:00,Vandalism,crimes against property,male and female
961,42.487642,-71.215995,1803,MA,Massachusetts,2013,2013-08-28T00:00:00,Vandalism,crimes against property,male and female
962,28.15405,-81.442367,34746,FL,Florida,2013,2013-10-25T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
963,36.109839,-115.172366,89109,NV,Nevada,2013,2013-09-15T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
964,35.851717,-78.557764,27616,NC,North Carolina,2017,2017-09-06T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),female
965,45.562357,-122.661838,97211,OR,Oregon,2017,2017-10-04T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
966,48.737378,-122.486234,98225,WA,Washington,2017,2017-09-29T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
967,40.796563,-73.740573,11023,NY,New York,2013,2013-04-14T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
968,38.922396,-77.0554604,20008,DC,District of Columbia,2013,2013-10-11T00:00:00,National Political Speech,public speech (political figures),male and female
969,42.7426604,-78.871506,14075,NY,New York,2013,2013-08-04T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
970,36.073622,-79.520933,27215,NC,North Carolina,2013,2013-08-08T00:00:00,Vandalism,crimes against property,male and female
971,26.269048,-80.232987,33063,FL,Florida,2011,2011-06-07T00:00:00,Public Campaign,public campaigns (targeting community),male and female
972,35.909767,-79.054748,27516,NC,North Carolina,2011,2011-03-16T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
973,37.303545,-78.390143,23901,VA,Virginia,2017,2017-09-27T00:00:00,Vandalism,crimes against property,male and female
974,40.846031,-73.820951,10465,NY,New York,2017,2017-10-08T00:00:00,Vandalism,crimes against property,male and female
975,28.068339,-82.408816,33612,FL,Florida,2017,2017-10-11T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),female
976,47.483003,-92.900471,55719,MN,Minnesota,2013,2013-09-28T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
977,37.218533,-93.294162,65802,MO,Missouri,2013,2013-07-24T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male
978,40.718551,-73.951243,11211,NY,New York,2013,2013-11-26T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
979,40.587681,-73.957424,11235,NY,New York,2013,2013-10-25T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
980,39.089914,-84.724069,41048,KY,Kentucky,2013,2013-10-09T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
981,47.655308,-122.308169,98105,WA,Washington,2016,2016-11-15T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
982,42.503111,-70.891513,1970,MA,Massachusetts,2017,2017-10-11T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
983,42.218261,-83.278198,48180,MI,Michigan,2017,2017-10-12T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
984,40.496213,-86.069394,46901,IN,Indiana,2017,2017-10-11T00:00:00,Political Speech,public speech (political figures),male and female
985,47.719955,-122.355126,98133,WA,Washington,2017,2017-10-07T00:00:00,Violent Incident,crimes against people,female
986,40.332882,-76.423283,17042,PA,Pennsylvania,2011,2011-09-26T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
987,33.888761,-84.14844,30047,GA,Georgia,2011,2011-08-29T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
988,41.601218,-87.82736,60487,IL,Illinois,2013,2013-09-26T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
989,27.96487,-82.436919,33605,FL,Florida,2013,2013-08-05T00:00:00,Legislative Discrimination,bias-related incident (targeting individual or specific group),male and female
990,33.784751,-84.392148,30318,GA,Georgia,2013,2013-06-20T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male and female
991,43.018531,-74.036243,12074,NY,New York,2013,2013-06-19T00:00:00,Violent Threat,crimes against people,male and female
992,39.465032,-87.44353,47885,IN,Indiana,2013,2013-01-11T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male
993,42.014594,-87.886402,60018,IL,Illinois,2013,2013-08-05T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
994,35.813581,-86.349691,37127,TN,Tennessee,2011,2011-09-05T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
995,40.729467,-74.009256,10013,NY,New York,2013,2013-03-25T00:00:00,Public Campaign,public campaigns (targeting community),male and female
996,42.350025,-71.057995,2111,MA,Massachusetts,2013,2013-12-20T00:00:00,Public Campaign,public campaigns (targeting community),male and female
997,38.982547,-76.54926,21401,MD,Maryland,2013,2013-01-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
998,45.973362,-94.350301,56345,MN,Minnesota,2013,2013-07-27T00:00:00,Public Campaign,public campaigns (targeting community),male and female
999,36.265635,-86.733684,37115,TN,Tennessee,2011,2011-11-11T00:00:00,Political Speech,public speech (political figures),male and female
1000,29.821123,-95.424504,77018,TX,Texas,2011,2011-09-11T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1001,45.304227,-93.618933,55330,MN,Minnesota,2011,2011-10-27T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),female
1002,40.389363,-104.69693,80631,CO,Colorado,2017,2017-10-17T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
1003,44.854471,-93.264379,55420,MN,Minnesota,2017,2017-10-20T00:00:00,Burglary,crimes against property,male and female
1004,39.781317,-84.06419,45324,OH,Ohio,2017,2017-10-17T00:00:00,Vandalism,crimes against property,male and female
1006,39.962803,-75.174038,19130,PA,Pennsylvania,2011,2011-11-07T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1007,39.574476,-75.59179,19706,DE,Delaware,2017,2017-10-17T00:00:00,Violent Threat,crimes against people,male and female
1008,41.954862,-87.645879,60613,IL,Illinois,2011,2011-09-24T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male
1009,41.731831,-87.709452,60805,IL,Illinois,2012,2012-09-12T00:00:00,Vandalism,crimes against property,male
1010,45.024371,-93.211572,55406,MN,Minnesota,2012,2012-10-29T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
1011,35.813715,-86.351895,37127,TN,Tennessee,2012,2012-07-18T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
1012,38.861952,-77.149164,22044,VA,Virginia,2012,2012-09-14T00:00:00,Vandalism,crimes against property,male and female
1013,38.861952,-77.149164,22044,VA,Virginia,2012,2012-09-15T00:00:00,Vandalism,crimes against property,male and female
1014,33.74844,-117.873561,92701,CA,California,2012,2012-08-14T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1015,42.290721,-83.236538,48124,MI,Michigan,2012,2012-10-10T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
1016,36.169151,-86.669012,37214,TN,Tennessee,2017,2017-10-25T00:00:00,Violent Threat,crimes against people,male and female
1017,47.373853,-122.207123,98030,WA,Washington,2017,2017-10-27T00:00:00,Violent Threat,crimes against property,female
1018,35.483726,-86.461814,37160,TN,Tennessee,2017,2017-10-28T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1019,35.846114,-86.392381,37130,TN,Tennessee,2017,2017-10-28T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1020,43.567863,-89.264891,53954,WI,Wisconsin,2012,2012-08-05T00:00:00,Homicide,crimes against people,male and female
1021,40.642655,-73.980688,11218,NY,New York,2012,2012-02-06T00:00:00,Vandalism,crimes against property,male and female
1022,34.147896,-118.144705,91101,CA,California,2012,2012-12-13T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1023,36.206286,-115.079496,89115,NV,Nevada,2012,2012-02-22T00:00:00,Arson,crimes against property,male and female
